Supermercado,Categoría,precio,descuento,brand,description,imagen
Vea,Bebidas,"$1.494,39",,EMILIA,Vino Cabernet Sauvignon Emilia X750 Ml ,https://veaargentina.vtexassets.com/arquivos/ids/687595-500-auto?v=1765296627&width=500&height=auto&aspect=true
Vea,Bebidas,"$662,38",,DADA,Vino Dada Sweet 355ml ,https://veaargentina.vtexassets.com/arquivos/ids/583947-500-auto?v=1765298253&width=500&height=auto&aspect=true
Vea,Bebidas,"$542,98",,SMIRNOFF,Smf Ice Red Berrie Lat 473 ,https://veaargentina.vtexassets.com/arquivos/ids/711244-500-auto?v=1765255102&width=500&height=auto&aspect=true
Vea,Bebidas,"$197,2",,AQUARIUS,Agua Saborizada Aquarius Manzana 500 Ml ,https://veaargentina.vtexassets.com/arquivos/ids/770968-500-auto?v=1765300515&width=500&height=auto&aspect=true
Vea,Bebidas,"$624,35","$468,26",BLUE MOON,Cerveza Blue Moon 473cc ,https://veaargentina.vtexassets.com/arquivos/ids/696101-500-auto?v=1765299616&width=500&height=auto&aspect=true
Vea,Bebidas,$413,,PICO DE ORO,Vino De Mesa Pico De Oro Tinto 1 L ,https://veaargentina.vtexassets.com/arquivos/ids/531366-500-auto?v=1765300472&width=500&height=auto&aspect=true
Vea,Bebidas,"$935,1",,COLON,Vino Colon Selecto Merlot Cab Sauvignon ,https://veaargentina.vtexassets.com/arquivos/ids/639713-500-auto?v=1765293122&width=500&height=auto&aspect=true
Vea,Bebidas,"$1.088,94",,FINCA NATALINA,Vino Finca Natalina Blackblend ,https://veaargentina.vtexassets.com/arquivos/ids/610325-500-auto?v=1765300471&width=500&height=auto&aspect=true
Vea,Bebidas,"$365,65",,PAMPA BREWING,Cerveza Pampa Brewing Golden Ale 473cc ,https://veaargentina.vtexassets.com/arquivos/ids/608861-500-auto?v=1765300421&width=500&height=auto&aspect=true
Vea,Bebidas,"$1.583,91","$1.267,13",HESPERIDINA,Aperitivo Hesperidina 1 L ,https://veaargentina.vtexassets.com/arquivos/ids/760402-500-auto?v=1765296229&width=500&height=auto&aspect=true
Vea,Bebidas,"$1.011,07",,SAN FELIPE,Vino Tinto San Felipe Malbec 750 Cc ,https://veaargentina.vtexassets.com/arquivos/ids/182367-500-auto?v=1765258181&width=500&height=auto&aspect=true
Vea,Bebidas,$85,,TUTTI,Jugo Tutti Naranja 200 Ml ,https://veaargentina.vtexassets.com/arquivos/ids/602386-500-auto?v=1765300444&width=500&height=auto&aspect=true
Vea,Bebidas,"$862,29",,CALLIA,Vino Callia Syrah 750ml ,https://veaargentina.vtexassets.com/arquivos/ids/716938-500-auto?v=1765288070&width=500&height=auto&aspect=true
Vea,Bebidas,$1.174,,SANTA JULIA,Vino Santa Julia Merlot X 750 Cc ,https://veaargentina.vtexassets.com/arquivos/ids/766922-500-auto?v=1765288246&width=500&height=auto&aspect=true
Vea,Bebidas,"$412,11",,RABIETA,Cerveza Rabieta Golden Ale 473 Cc ,https://veaargentina.vtexassets.com/arquivos/ids/593340-500-auto?v=1765300439&width=500&height=auto&aspect=true
Vea,Bebidas,"$399,88",,FRIZZE,Frizante Frizze Blue 473cc ,https://veaargentina.vtexassets.com/arquivos/ids/672895-500-auto?v=1765283717&width=500&height=auto&aspect=true
Vea,Bebidas,$799,,LAS BRISAS,Jugo Organico De Manzana Sin Azucar Las Brisas 330cc ,https://veaargentina.vtexassets.com/arquivos/ids/760002-500-auto?v=1765294129&width=500&height=auto&aspect=true
Vea,Bebidas,"$715,18",,SAN HUBERTO,Vino San Huberto Clasico Cabernet Bot-750cc- ,https://veaargentina.vtexassets.com/arquivos/ids/599672-500-auto?v=1765286823&width=500&height=auto&aspect=true
Vea,Carnes,$749,,SIN MARCA,Picada Comun ,https://veaargentina.vtexassets.com/arquivos/ids/676400-500-auto?v=1765301149&width=500&height=auto&aspect=true
Vea,Carnes,$2.835,,SIN MARCA,Ojo De Bife Churrasco ,https://veaargentina.vtexassets.com/arquivos/ids/672994-500-auto?v=1765295362&width=500&height=auto&aspect=true
Vea,Carnes,$679,,SIN MARCA,Muslo De Pollo Por Kg ,https://veaargentina.vtexassets.com/arquivos/ids/674423-500-auto?v=1765294557&width=500&height=auto&aspect=true
Vea,Carnes,$3.015,,SIN MARCA,Peceto ,https://veaargentina.vtexassets.com/arquivos/ids/764023-500-auto?v=1765295363&width=500&height=auto&aspect=true
Vea,Carnes,$1.535,,CABAÑA LA CRIOLLA,Chorizo Fresco Bombón - Cabaña La Criolla ,https://veaargentina.vtexassets.com/arquivos/ids/680401-500-auto?v=1765300375&width=500&height=auto&aspect=true
Vea,Carnes,$999,,HUMOS,Líquido Para Fuego Pyrogrill 500 Ml ,https://veaargentina.vtexassets.com/arquivos/ids/638916-500-auto?v=1765295174&width=500&height=auto&aspect=true
Vea,Carnes,$249,,SIN MARCA,Iniciador De Leña 10 U ,https://veaargentina.vtexassets.com/arquivos/ids/446170-500-auto?v=1765251904&width=500&height=auto&aspect=true
Vea,Frutas y Verduras,$1.449,,SIN MARCA,Tomate Cherry Por Kg ,https://veaargentina.vtexassets.com/arquivos/ids/472988-500-auto?v=1765301929&width=500&height=auto&aspect=true
Vea,Frutas y Verduras,$469,,SIN MARCA,Espinaca Por U ,https://veaargentina.vtexassets.com/arquivos/ids/423918-500-auto?v=1765301901&width=500&height=auto&aspect=true
Vea,Frutas y Verduras,$1.190,"$892,5",SIN MARCA,Pasas De Uva Montecoman A Granel Sultanina Morocha Sin Semilla 1 Kg ,https://veaargentina.vtexassets.com/arquivos/ids/773177-500-auto?v=1765301941&width=500&height=auto&aspect=true
Vea,Frutas y Verduras,$799,"$599,25",TODO RESUELTO,Mani Todo Resuelto Color Crudo Sin Atributo Sin Atributo ,https://veaargentina.vtexassets.com/arquivos/ids/773175-500-auto?v=1765292863&width=500&height=auto&aspect=true
Vea,Frutas y Verduras,$269,,SIN MARCA,Ají Molido 100 Gr ,https://veaargentina.vtexassets.com/arquivos/ids/447200-500-auto?v=1765300236&width=500&height=auto&aspect=true
Vea,Frutas y Verduras,$199,,SIN MARCA,Arroz Para Risotto 400 Gr ,https://veaargentina.vtexassets.com/arquivos/ids/535805-500-auto?v=1765298537&width=500&height=auto&aspect=true
Vea,Frutas y Verduras,$699,,NUTRACEUTICA STURLA,Harina De Amaranto-bsa-gr.-250 ,https://veaargentina.vtexassets.com/arquivos/ids/755948-500-auto?v=1765214738&width=500&height=auto&aspect=true
Vea,Frutas y Verduras,$399,,SIN MARCA,Cookies Coco Mix Green Choice 150 Gr. ,https://veaargentina.vtexassets.com/arquivos/ids/763102-500-auto?v=1765302041&width=500&height=auto&aspect=true
Vea,Lácteos,"$528,17",,LA SERENISIMA,Manteca Multivitaminas La Seren¡sima 200gr ,https://veaargentina.vtexassets.com/arquivos/ids/624074-500-auto?v=1765302025&width=500&height=auto&aspect=true
Vea,Lácteos,"$603,3",,LAS TRES NIÑAS,Crema De Leche Las Tres Ni¤as Uat Para Batir 500ml ,https://veaargentina.vtexassets.com/arquivos/ids/641331-500-auto?v=1765302248&width=500&height=auto&aspect=true
Vea,Lácteos,"$337,84",,LA SERENISIMA,Crema De Leche Liviana La Serenisima U.a.t 200 Ml ,https://veaargentina.vtexassets.com/arquivos/ids/687612-500-auto?v=1765302111&width=500&height=auto&aspect=true
Vea,Lácteos,"$427,23",,CUISINE & CO NBE MP,Panzotti Ricotta Jamon Muzza Cuisine & Co 500 Gr ,https://veaargentina.vtexassets.com/arquivos/ids/601253-500-auto?v=1765302197&width=500&height=auto&aspect=true
Vea,Lácteos,"$383,97",,CUISINE & CO NBE MP,Ravioles Ricotta Espinaca Cuisine & Co 500 Gr ,https://veaargentina.vtexassets.com/arquivos/ids/601251-500-auto?v=1765302257&width=500&height=auto&aspect=true
Vea,Lácteos,"$355,5","$248,85",SER,Yogur Essential Natural Con Cereales Ser 166gr ,https://veaargentina.vtexassets.com/arquivos/ids/720537-500-auto?v=1765301812&width=500&height=auto&aspect=true
Vea,Lácteos,"$334,22","$233,95",SAN IGNACIO,Dulce De Leche San Ignacio Diet 400 Gr ,https://veaargentina.vtexassets.com/arquivos/ids/683285-500-auto?v=1765291297&width=500&height=auto&aspect=true
Vea,Lácteos,"$244,3","$171,01",SER,Yogur Ser Firme Frutilla 190g ,https://veaargentina.vtexassets.com/arquivos/ids/773359-500-auto?v=1765300205&width=500&height=auto&aspect=true
Vea,Lácteos,"$117,67","$82,37",SUBLIME,Postre Sublime Dulce De Leche 95g ,https://veaargentina.vtexassets.com/arquivos/ids/714887-500-auto?v=1765302616&width=500&height=auto&aspect=true
Vea,Lácteos,"$322,54",,VILLA D'AGRI,Tapa Empanadas Horno Villa D´a Gr 450 Gr Blister 18 U ,https://veaargentina.vtexassets.com/arquivos/ids/535109-500-auto?v=1765301948&width=500&height=auto&aspect=true
Vea,Lácteos,"$282,4","$197,68",YOGURISIMO,Yogur Bebible Conicet Vainilla Yogurisimo 190gr ,https://veaargentina.vtexassets.com/arquivos/ids/771901-500-auto?v=1765301058&width=500&height=auto&aspect=true
Vea,Lácteos,"$645,5","$451,85",YOGURISIMO,Yogur Bebible Conicet Frutilla Yogurisimo 1kg ,https://veaargentina.vtexassets.com/arquivos/ids/771908-500-auto?v=1765301057&width=500&height=auto&aspect=true
Vea,Lácteos,"$202,9",,MILKAUT,Yogur Light Milkaut Cremoso Colchon De Frutillas 150 Gr ,https://veaargentina.vtexassets.com/arquivos/ids/670725-500-auto?v=1765301763&width=500&height=auto&aspect=true
Vea,Lácteos,"$284,17","$198,92",YOGURADE,Yogur Entero Yogurade Frutos Del Bosque 150g ,https://veaargentina.vtexassets.com/arquivos/ids/662635-500-auto?v=1765301561&width=500&height=auto&aspect=true
Vea,Lácteos,"$316,7",,LA SERENISIMA,Leche La Martona Uat P.des 1bk 1l ,https://veaargentina.vtexassets.com/arquivos/ids/771670-500-auto?v=1765255126&width=500&height=auto&aspect=true
Vea,Perfumería,"$486,2","$291,72",REXONA,Jabón De Tocador Rexona Sensible 3x125g ,https://veaargentina.vtexassets.com/arquivos/ids/773126-500-auto?v=1765301267&width=500&height=auto&aspect=true
Vea,Perfumería,"$564,42","$423,31",REXONA,Desodorante Femenino Rexona Bamboo Aloe 72h 150ml ,https://veaargentina.vtexassets.com/arquivos/ids/772558-500-auto?v=1765294229&width=500&height=auto&aspect=true
Vea,Perfumería,"$529,88",,AXE,Axe Desodorante Aerosol Bs Collision 150ml ,https://veaargentina.vtexassets.com/arquivos/ids/700569-500-auto?v=1765284180&width=500&height=auto&aspect=true
Vea,Perfumería,"$337,84","$202,7",CAMPOS VERDES,Jabon Campos Verdes Campo 3u 120g ,https://veaargentina.vtexassets.com/arquivos/ids/746895-500-auto?v=1765301490&width=500&height=auto&aspect=true
Vea,Perfumería,"$651,15","$390,69",LUX,Jabon Lux Libio Azul X3 125g ,https://veaargentina.vtexassets.com/arquivos/ids/700412-500-auto?v=1765288298&width=500&height=auto&aspect=true
Vea,Perfumería,"$984,02","$590,41",DOVE,Acondicionador  Dove  Regeneración Extrema Superior 400 Ml ,https://veaargentina.vtexassets.com/arquivos/ids/772279-500-auto?v=1765290299&width=500&height=auto&aspect=true
Vea,Perfumería,"$486,2","$291,72",REXONA,Jabón De Tocador Rexona Bamboo 3x125g ,https://veaargentina.vtexassets.com/arquivos/ids/773128-500-auto?v=1765300020&width=500&height=auto&aspect=true
Vea,Perfumería,"$423,91","$254,35",NOSOTRAS,Toalla Femenina Nosotras Clásica Tela Tipo Algodón X 16 ,https://veaargentina.vtexassets.com/arquivos/ids/767814-500-auto?v=1765246926&width=500&height=auto&aspect=true
Vea,Perfumería,"$703,83","$422,3",SIEMPRE LIBRE,Toallas Femeninas Siempre Libre® Adapt Plus X16 ,https://veaargentina.vtexassets.com/arquivos/ids/768688-500-auto?v=1765301554&width=500&height=auto&aspect=true
Vea,Perfumería,"$680,1","$510,08",REXONA,Desodoante Rexona Aero Ext Dry 110ml ,https://veaargentina.vtexassets.com/arquivos/ids/765763-500-auto?v=1765296518&width=500&height=auto&aspect=true
Vea,Perfumería,"$937,25",$679,HINDS,Crema Corporal Hinds Rosa Plus 350gr ,https://veaargentina.vtexassets.com/arquivos/ids/693225-500-auto?v=1765295831&width=500&height=auto&aspect=true
Vea,Perfumería,"$982,69","$589,61",DOVE,Shampoo Para El Cabello Dove Cuidado Delicado Botella 400 Ml ,https://veaargentina.vtexassets.com/arquivos/ids/772268-500-auto?v=1765263392&width=500&height=auto&aspect=true
Vea,Perfumería,"$734,7",,ORAL-B,Cepillos Dentales Con Cerdas Indicadoras Combate Placa Oral-b Indicator 2 Un ,https://veaargentina.vtexassets.com/arquivos/ids/767587-500-auto?v=1765298756&width=500&height=auto&aspect=true
Vea,Perfumería,"$870,65","$522,39",FRUCTIS,Shampoo Fructis Recarga Nutritiva 350ml ,https://veaargentina.vtexassets.com/arquivos/ids/740988-500-auto?v=1765300972&width=500&height=auto&aspect=true
Vea,Perfumería,"$347,88",,NIVEA,Desodorante Femenino Nivea Roll-on Invisible Black & White 50 Ml ,https://veaargentina.vtexassets.com/arquivos/ids/693533-500-auto?v=1765302082&width=500&height=auto&aspect=true
Vea,Perfumería,"$596,81",,EFFICIENT,Talco Pies Rexona Original 48hs 200g ,https://veaargentina.vtexassets.com/arquivos/ids/772552-500-auto?v=1765302473&width=500&height=auto&aspect=true
Vea,Perfumería,"$519,91","$311,95",ESPADOL,Jabon Espadol Aloe3 ,https://veaargentina.vtexassets.com/arquivos/ids/720306-500-auto?v=1765302079&width=500&height=auto&aspect=true
Vea,Perfumería,"$958,42","$575,05",DOVE,Acondicionador Dove Real Poder De Las Plantas Purificaci¢n + Jengibre 300 Ml ,https://veaargentina.vtexassets.com/arquivos/ids/713714-500-auto?v=1765263507&width=500&height=auto&aspect=true
Vea,Perfumería,"$336,43","$201,86",LADYSOFT,Toallitas Femeninas Ladysoft Ultradelgadas Tela Suave X 8 U ,https://veaargentina.vtexassets.com/arquivos/ids/708030-500-auto?v=1765300301&width=500&height=auto&aspect=true
Vea,Perfumería,"$905,41",,GUM,Palillo Interdental Soft Picksgum X 40 Un ,https://veaargentina.vtexassets.com/arquivos/ids/665605-500-auto?v=1765291307&width=500&height=auto&aspect=true
Vea,Perfumería,"$390,53","$234,32",PALMOLIVE,Jab¢n L¡quido Corporal Palmolive Naturals Jazm¡n Y Manteca De Cacao 250 Ml ,https://veaargentina.vtexassets.com/arquivos/ids/477825-500-auto?v=1765303323&width=500&height=auto&aspect=true
Vea,Perfumería,"$353,15",,REXONA,Desodorante Masculino Rexona Roll-on 48hs 50ml ,https://veaargentina.vtexassets.com/arquivos/ids/772574-500-auto?v=1765302549&width=500&height=auto&aspect=true
Vea,Perfumería,"$443,26",,PLUSBELLE,Desodorante Plusbelle Jazmin 150ml ,https://veaargentina.vtexassets.com/arquivos/ids/660169-500-auto?v=1765302562&width=500&height=auto&aspect=true
Vea,Perfumería,"$1.762,58","$1.057,55",PANTENE,Acondicionador Pantene Prov Essentials Brillo 750ml ,https://veaargentina.vtexassets.com/arquivos/ids/700008-500-auto?v=1765252012&width=500&height=auto&aspect=true
